,Day,Month,Unnamed: 0,Name,Date,Content,year
4077,28,8,4902,鲜芋茶拿铁毒唯,2019年08月28日 09:37  来自 iPhone客户端,照 们 这个空调吹得  估计再有  老寒腿 得找上,2019
4078,28,8,4903,胡大莫,2019年08月28日 09:33  来自 荣耀10 AI变色更潮美,空调第一顺位  真 太冷 ，前几天头冷 带 帽子，结果吹 一会开始脖子冷全   裹得严严实实还 冷 ，虽然空调只开  °,2019
4079,28,8,4904,或许只有你会懂我,2019年08月28日 09:30  来自 iPhone客户端,好 容易早上开 空调，三个烟鬼  抽烟🚬 难受😣难受呀😣 嵊州,2019
4080,28,8,4905,是吉祥和如意呀呀呀,2019年08月28日 09:20  来自 HUAWEI Mate 20 Pro,w+ 从这周开始突然感觉上班有点吃力，行动略微 方便老 热 出汗， 空调几乎天天开，  辛苦   同事们跟 一起受冻 早上 有点喘 上气 感觉宝宝们一起加油呀目标 上到九 底，一起去实现吧,2019
4081,28,8,4906,33冲呀,2019年08月28日 09:13  来自 iPhone客户端,再   公司点螺狮粉吃  早上一开 门，臭晕 赶紧把空调开开,2019
4082,28,8,4907,一个曾同学呀,2019年08月28日 09:02  来自 HUAWEI nova 3e,空调再罢工，还   蒲扇好 广州·广州大学(大学城校区),2019
4083,28,8,4908,Zhang_BL,2019年08月28日 08:44  来自 iPhone客户端,这种来回  坐火车晃悠四个小时 出差，一点  好玩， 还 想  吹空调,2019
4084,28,8,4909,用户3668746230,2019年08月28日 08:04  来自 iPhone客户端,上班第三天好早 ，七点 到 ，竟然还走错  ，很顺手地 去开二楼  门，打开闻到一股花香，才被香熏醒  已经换到三楼   进  ，搁下包包袋袋，开启空调解锁按钮，屏幕上显示制冷  度，心想OK啦 赶紧拿起拖把去卫生间浸湿洗净，拿回来  开工 抬头,2019
4085,28,8,4910,碧涵KK_佳期如梦,2019年08月28日 07:53  来自 HUAWEI P30 Pro,昨天被 空调吹 头疼，疑似 感冒，回家直接睡觉～ 点半醒 ，发现马佳 营业好几条～感冒 人 多休息，懂么 现  没啥事 ，早起来脑袋  疼 ～马佳 赶紧好吧～ 比 大三个  人，好好照顾自己身体懂么～,2019
4086,28,8,4911,卖小吃小张,2019年08月28日 07:47  来自 OPPO R15 梦镜版,对  太友好鸭，早上打豆浆  ， 知道哪 出问题 ，溢出来 ，弄 哪   ，，然后到  ，空调下雨  半边桌子全 水，  天， 有点头疼 长沙,2019
4087,28,8,4912,秋水伊人0837,2019年08月28日 06:48  来自 OPPO R9 Plus,董峰 防住风邪才能少生病￼▲ 董峰 中国中医科学院针灸医院主治医师 有个 国企当老板 病人，今 总 头痛，每次头疼起来  自己简直想撞墙 原来，他们单位刚搬 新  ，因为房子 新装修 ，味道特别大，必须开窗透气，所以，整个 楼 天天开 窗户，而他  地方正好后脑勺,2019
4088,28,8,4913,Huarya_,2019年08月28日 05:43  来自 iPhone XS,忙得太累难得十点多睡 结果两三点醒过来到现  睡   安静 房间 一直听到空调出风 声音没有原因 感到难过人 否快乐和已经拥有 东西 没有关系  经常反省那些划过 生命 美丽 东西愉悦 感觉转瞬即逝“早上仍为之欣喜 鲜花，傍晚 开始厌倦 ”所有美好事物 凋零，  由,2019
4089,28,8,4914,城下町犬,2019年08月28日 00:42  来自 iPhone客户端,睡午觉 时候 空调太凉 同事把外套递给  被一点点甜拯救 一天,2019
4090,27,8,4916,PrincessRoyal丶华,2019年08月27日 23:35  来自 小米8周年旗舰手机,空调风波 X座位处有 空调，温度调低后X和旁边 W 很冷，冻得骨头疼，所以难受时会调成  度(新空调，很凉爽) 然后  F和Z  乐意 ，一直扇风，还 断 看空调示数，叫唤太热 受   ，让把温度调低，Z还 “ 这人 怕冷， 怕热得 行 ”得，少数服从多数，调低,2019
4091,27,8,4917,头顶是金色的太阳啊,2019年08月27日 23:11  来自 坚果手机 Pro,努力工作争取早 有间独立 ，然后可以自由调节空调温度，夏天太难熬空调吹一天每到下午 头昏脑胀,2019
4092,27,8,4918,小小小奶果,2019年08月27日 22:56  来自 HUAWEI nova 3,打仗一样 第一天早上七点多起来，八点多出发来长沙中午一点多到学校，提 箱子直奔五楼打扫卫生差 多 小时两点半开会，开到五点多，回四楼收拾 ，六点多出去吃饭买 常用品七八点回学校取药拿出朋友那，等公交 分钟终于来 九点多回学校抱 一箱🍇爬四楼，然后爬五楼收拾床铺，洗澡,2019
