,Day,Month,Unnamed: 0,Name,Date,Content,year
6293,14,12,7478,我不叫歪迪,2020年12月14日 22:55  来自 nova5Pro人像超级夜景,反正  一身正气过冬，  连灯 只开 一半,2020
6294,14,12,7479,不知名的小朱同学,2020年12月14日 22:47  来自 微博 weibo.com,开空调后，大家 如何解决 同样 裤子，既能 零下 室外抗冻，又能  多度 空调房 坐得住 ，上衣还能把选择把外套脱 ，难道以后上班到公司第一件事 去厕所换裤子吗,2020
6295,14,12,7480,退堂鼓小王上线了,2020年12月14日 22:44  来自 iPhone客户端,杭州一夜之间 冷到 行，穿加厚 打底裤刚出门 感觉冻腿，虽然开 空调但 中午睡起来膝盖一下还 木掉 ，还好暖宝宝直接快递到  ，才救   狗命 十点钟 还有一半 人没有走，大家拼叭， 昨天才烫 头，得让它多长几天🤐🤐,2020
6296,14,12,7481,飘fufu_,2020年12月14日 22:36  来自 iPhone客户端,增 吼冷吼冷😯 棉袄 拿出来 热水袋 拿出来 棉拖鞋 穿  开 一天空调 则  冬天 ❄️ . . ❄️,2020
6297,14,12,7482,好大一份富贵花,2020年12月14日 22:33  来自 HUAWEI Mate30 Pro 5G,上班路上看到好多落叶，想拍张好看 图，因为 赶路 随手拍 一张，拍完发现正中间有坨狗屎还虚掩  咋娇羞嚒 怕没素材， 又拍 这第二张   大家  吹热风，  穿 羽绒服还裹 个小被，包得严严实实 路过 人 质疑 ，冷么 便邀请他们来  位置上，感受仿佛“空调外,2020
6298,14,12,7484,burkin,2020年12月14日 22:11  来自 nova6 5G自拍大不一样,真 ， 冰冻一样，根本没法专心工作，手冻 没法打字，哎,2020
6299,14,12,7485,Yioooooouth,2020年12月14日 22:04  来自 nova6 5G自拍大不一样,和出租屋 空调形同虚设，这两个星期 生产力 值一提 虽然  真 很喜欢冬天，可这两周 太冷  中西翻译简史 作业做完后下班时间 剩下吃东西和小甜剧 因为蔡文姬和澜 动画又重拾 王者 因为聊天提到百景图， 终于突破 二十九级 瓶颈 其实还有两篇论文 写， 赶 元旦前讲完新课，,2020
6300,14,12,7486,天下教授,2020年12月14日 21:58  来自 荣耀V20 4800万3D相机,回家路上忘记关 空调  又回去关空调 好冷   余姚,2020
6301,14,12,7487,-开水鱼-,2020年12月14日 21:38  来自 iPhone客户端,下雪天变身超级摇粒绒人❄️然后   热  行 一看空调开 度 好家伙,2020
6302,14,12,7488,ManualJapan,2020年12月14日 21:32,✅养生小常识 保持空气流通研究表明， 个人 小时需  ～ 立方米 新鲜空气，才会感到舒适  间 平方米 居室或 ，高为 . 米，其容积只有 . 立方米 室内如果居住  个人，按每人每小时需  立方米新鲜空气计算， . 立方米÷（ × ）= . 小时     ，  间 平方米 居室或办,2020
6303,14,12,7489,海鲸跳墙,2020年12月14日 21:31  来自 iPhone 11,气拉  因为 晚上 开空调给 加班加到一半冷跑 没想到打 车  开空调,2020
6304,14,12,7490,橘子泡芙啊饼,2020年12月14日 21:05  来自 HUAWEI P30,当然 导师   没暖气， 开空调，门窗大开， 真怕 们 够精神“抖擞”,2020
6305,14,12,7492,前天是小兔子w,2020年12月14日 19:47  来自 iPhone客户端,今 蠢事 周五晚上空调忘 关，它 这样吹 两天🤣于  可怜 木门被吹 涨起来关 上 x猜测科长内心  到底招 个什么样 傻子,2020
6306,14,12,7493,一只由希酱,2020年12月14日 19:44  来自 HUAWEI P30 Pro,既没穿羽绒服又没穿雪地靴还赶上 停空调 一天，竟然猝 及防地下雪,2020
6307,14,12,7494,Haiyue_er,2020年12月14日 19:17  来自 iPhone客户端,北方冬天到 这个时候  干冷干冷，车 空调干， 空调干，家 暖气干，空气   正负极,2020
6308,14,12,7495,小曲琦是个好饼干,2020年12月14日 18:54  来自 qiqi’s iPhone XS Max,感受 到鼻子 存   空调 吹拂下 又昏沉 一天差点睡   如果 有罪 请让法律制裁 而  让 大冬天重感冒,2020
6309,14,12,7496,Thompsons汤普森,2020年12月14日 18:37  来自 草本世界的iPhone 12,精致  市丽人，既想喝下午茶又想 健康养生？🤔Dr. Thompson教 花式健康下午茶大法，   能轻松get颜值和美味兼并 下午茶哦🤩🤩💅将 ml汤普森葡萄籽精华液加入酸奶中，再搭配坚果， 能得到既有饱腹感又能抗氧化 葡萄籽酸奶饮品啦~💅将 ml汤普森葡,2020
6310,14,12,7497,ICE是一只冰棍,2020年12月14日 18:26  来自 微博轻享版,和 空调 合 已经 累 .北方这个温度没暖气还把空调关  想怎样  大姐 想冻死 们吗,2020
6311,14,12,7498,青春流淌在记忆的边缘,2020年12月14日 18:00  来自 荣耀7X 全面屏手机,今  第一场雪，悄然而至 听 下雪 时候 和自己心爱之人出去走走，因为走 走 ，一 小心 会白 头 已经没有 少时 激情 ，  想自己 心   已经老  站   窗前，看 漫天飞舞 飘雪， 只感到冷，很冷，冷到 身体  没有兴奋，没有激动，没有心潮起伏 朋友圈 已经被今  第,2020
6312,14,12,7499,星星的星星的,2020年12月14日 17:23  来自 iPhone XS,穿 棉毛衫 羊绒衫    超热空调 夹击下汗流浃背,2020
6313,14,12,7500,YSS33珊,2020年12月14日 17:10  来自 微博 weibo.com,尤物伴侣，让  工作中低调变美疫情后上班至今，伴随 积攒 数  工作急需处理， 家保养护肤 时间 逐渐减少 每天带 口罩，沉闷 皮肤成为  新 痛点，而 空调 暖风   经意间 带走 肌肤中 水分，长此以往，干燥 暗黄 约而至，肌肤急需加倍呵护 希,2020
6314,14,12,7502,外卖省钱屋,2020年12月14日 16:02  来自 微博 weibo.com,那天跟 哥抱怨 哥，现  钱真 经用， 回家这几天，花 一千多块钱，还感觉啥 没买到，现 想点个外卖  犹豫半天  哥沉默 会儿后认真地   觉得  得对， 过有一点 跟 相反，  吃外卖， 吃 嫂子做 饭     下班回去，进电梯 时,2020
6315,14,12,7503,永康电台,2020年12月14日 15:34  来自 360安全浏览器,，这份节约用能倡议书请收好全体党员干部 广大市民朋友 企事业单位 公共领域用能单位 为贯彻落实“绿色发展 节能先行” 健康发展理念，形成文明健康生产生活方式，现向全市人民发出倡议  .充分利用自然照明， 白天自然光线充足 情况下，尽量 开灯，做到人走灯灭，杜绝“长明灯”,2020
6316,14,12,7504,Winkkk虫,2020年12月14日 14:42  来自 iPhone客户端,为 对零度示以敬畏感，早上起来穿上 今冬 第一件秋裤，走 结冰积雪 路上，立马庆幸自己 机智与先见之明，厚实 秋裤全方位无死角包裹住 粗短 腿，拉慢 即将创造 次迟到记录 步伐， 冲淡 周一上班 悲壮气氛，一切 很好 没想到噩梦 后面，开 巨热中央空调紧闭所有门窗  一秒给,2020
6317,14,12,7505,布袋想要肥肚肚缩小,2020年12月14日 14:14  来自 OnePlus 7 Pro,前情提  前些 子有位男同事因为怕冷，买 个带腰带 充电热水袋，每天肚子顶 热水袋用腰带固定 仿佛即将生产，大家戏称此人宫寒今 午休时分一上午冻到发抖，大家把 空调全开到 最高，吐槽来吐槽去，最后话题回到 宫寒 男同事男同事 热水袋正巧被女同事劫走，一脸骄傲 “别看 ，,2020
6318,14,12,7506,咑小就狠美,2020年12月14日 13:41  来自 OPPO智能手机,当官真好 ，坐  有暖气有空调 ， 们老百姓点个炉子  行，这两天雾霾怪 们老百姓吗？ 零下 度，让 们老百姓冻  空气湿度大自然有雾，吹晴  好 ， 能一刀切   四袋子清洁煤 给弄走   冷， 第一天点炉子 烧点水取取暖，让 们 弄走 ， 们太可恶  欺软怕硬 ，老百,2020
6319,14,12,7507,白夜而行,2020年12月14日 13:25,因为双十二那天真 非常非常冷于 买  放  桌子下面 取暖器但 从昨天开始又突然升温   收到   取暖器 把它放  桌子下面然后打开 空调与此同时 还收到   保暖内衣电热毯超级厚 棉睡衣以及加绒 床上 件套穿 短袖去拿快递  被太阳晒到睁 开眼有点恍惚现  什,2020
6320,14,12,7508,段小楼-,2020年12月14日 13:18  来自 HUAWEI nova 2s,每天中午跟 一块吃饭 小姑娘休产假 ，又没有 去食堂 动力 午休时分，听 音乐整理计划单 雪没有来，  空调暖和，感觉 到外面  寒气 阳光明晃晃落  桌上，冬阳总 令人感觉珍贵喜悦 昨夜梦中又遇见少 时 两个朋友， 们坐 茶室 ，她们落落大方，而 显得局促  细碎,2020
6321,14,12,7509,蜜豆儿小元宝,2020年12月14日 12:49,节能减排原来以为 号召大家响应，原来有些地方搞成 强制停产几天，这   把  这最后几天 生产任务强行推迟到  度去完成嘛 一方面疫情影响，经济形势并没有那么好，一方面下面基层人员 动脑子搞这样 一刀切，这恐怕 坐   吹 空调 人拍 脑袋想出来 主意吧？,2020
6322,14,12,7510,隆中已三分,2020年12月14日 12:47  来自 荣耀畅玩9A,“ 到  来一趟 ”语气威胁挑衅，这 本人亲自经历 愚某谨慎， 镇政府工作人员威胁语气下 往  曾料湖南此乡镇有类似手段，有人中计受伤害 “ 把字签 ，  别想走”湖南常德，男子韩伟被乡政府工作人员叫去协商拆迁款问题，因为没有谈拢，从晚上 点开始，被做  个多小时 “思想工作,2020
6323,14,12,7511,珊珊大王w,2020年12月14日 12:14  来自 微博 weibo.com,有  别 市 同事据他 已经 这边待 几  这边零下并且已经下雪今早他来到 第一句话  “ 们**市还下雪 ”  ，今  雪貌似比去 来 早一点，但  们这  配下雪 ，您  歧视吗？中午去食堂吃饭（食堂 开空调）看 正 穿长款羽绒服这位同事又来 一句“  穿这么多,2020
6324,14,12,7512,小羊咩咩咩嗝,2020年12月14日 11:33  来自 小米9,早晨刚准备出门，猫尿床上 ，两床可以盖 被子 被尿过 ，两个被罩 脏  没来得及洗  十字路口，结 冰，油门重 点车打滑 横 ，顶 别 车腰，人没事，车 没有伤痕， 各自散  打开电脑，电脑开机卡出新天际，想装个打印机驱动  行   冷得很，空调开 还 腿冷 这真  让,2020
6325,14,12,7513,关关Anne,2020年12月14日 11:12  来自 前置双摄vivo X9Plus,前几天 事一楼底稿室隔壁装修，公司雇 四五个二十来岁 小伙子干活  看到他们 时候，头发上，脸上，衣服上，全身 土 装底稿 橱子没有把手，沉  死，他们徒手搬放， 真心疼万一砸到手 喊 下去 因为 橱子被压坏 ， 看问题 大 让他们挪到 一边，这时他们 领导来 ，问 怎,2020
6326,14,12,7514,nothingbutnothing-,2020年12月14日 10:58  来自 iPhone客户端,暂时 用准备考试 上午  开 热空调 脚边 暖风机  工作 但 没被安排工作   闲 刷   吃 甜到有点齁 泸溪河莲蓉酥 还泡 红枣枸杞桂圆茶 外面很薄很薄 积雪 慢慢化掉 还有猫咪 喵喵吵架 涂 香香 护手霜 头发和身上 香香   还算 错 上午唯一 好    静电会让  头,2020
6327,14,12,7515,青青-青青-青青-青青,2020年12月14日 10:40  来自 iPhone客户端,冬  暖阳｜保温杯垫 北方冬天特别干燥，暖气和空调 暖风总感到皮肤紧绷， 一会儿话 觉得口干舌燥，对抗干燥最简单而有效 方法，  多喝热水 随时拿起“小暖垫”上 冰博克咖啡 烤红薯 各种茶水 银耳羹 热狗面包    恰到好处 温度 而且小暖垫 工作时无噪音，从 ℃度到,2020
6328,14,12,7517,尾巴藏好了耶,2020年12月14日 10:06  来自 iPhone客户端,鼻鼻们周一快乐呀～新 一周新 开始～最近成 开始大降温  每天风特别大，  空调房虽然暖和但 吹一天下来脸上特别干还泛红 皮肤状态 太OK，所以 入 HELIU赫丽尔斯 臻颜焕采精华液👍🏻他们家 这款 玫瑰安瓶，超级水润还能提亮肤色  上午 出门之前 给自己来 一次护肤～效,2020
6329,14,12,7518,無梦想的大F,2020年12月14日 09:52  来自 微博 weibo.com,分 一段 姐姐与打扫卫生阿姨 对话姐姐气势汹汹 冲进茶水间问阿姨 这  空调开 吗阿姨  知道姐姐 那 知道开关 哪 嘛阿姨  知道姐姐 那  这 干什么丢下这么一句话姐姐走 当时脑子 想    阿姨应该  做妈妈 人 吧 她 女儿（儿子）可能 像姐姐这么大 吧 自,2020
6330,13,12,7520,也没有猫,2020年12月13日 23:48  来自 iPhone客户端,. . 昨天考完 六级突然想起来去 考六级 时候中午买  烤红薯准备去 吃 还睡过 差点找 到考场 考完出来快乐 一起吃 麻辣烫 发现烤红薯还 车 没吃 突然很想青 烘焙 烤红薯 想那些和囧囧南哥猪猪一起吃烤红薯  子 南京下雪  真 具备北方 冷和南方,2020
6331,13,12,7521,叫我火锅吖,2020年12月13日 23:22,周五上课 给孩子们批作业 时候， 孩子对  ，老师  气质 适合做老师 ，  该坐  喝 奶茶吹 空调，    题  做 对，  让 感受下 到底适 适合做老师周六上课 老师粉色太适合  ，老师 太 轻啦，老师 微信头像太 ( 只想 初中孩子们微信头像,2020
6332,13,12,7522,GetchaUuu,2020年12月13日 23:09  来自 iPhone客户端,值班一天 昨天睡 好像还 错，早上起来上 个厕所后回笼觉 一会儿，抱 老吴好暖和好暖和/值班，倒  困，吃 早饭开始 追剧一天 生活，追剧真 蛮消磨（浪费）时间 ， 终于把这部剧追完 ，好意犹未尽哦，好好看哦，好甜哦，好想谈恋爱哦/去吃午饭， 路上遇到  sjb车 吓死,2020
6333,13,12,7523,离索啊喂,2020年12月13日 21:44  来自 微博轻享版,朋友圈  其他人 带 浪漫 情怀和惊喜 心情，拍摄美丽 初雪视频  看完朋友圈 初雪视频，默默换上厚秋衣秋裤，并从衣柜 翻出厚袜子 厚毛衣 厚棉袄 加厚绒 打底裤 外穿 毛呢长裤 厚围巾厚手套，把绒鞋垫塞进加绒 靴子 ，床头放上 暖宝宝 以前读书 时候冬天上早自习，天天早上,2020
6334,13,12,7524,晨鑫焱,2020年12月13日 14:04  来自 iPhone客户端,妆前乳这款韩国妆前乳终于到手啦～艾丝珀润泽珍珠妆前啫喱，一般 称粉色珍珠   韩国 这用这款妆前乳，保湿滋润效果非常好～韩国小姐姐皮肤发光，很多时候 她们用对 妆前乳～化完妆后会显得皮肤超级亮和有光泽～艾丝珀毕竟 高端彩妆 ，  彩妆产品几乎  它家,2020
6335,13,12,7525,Niya你呀_,2020年12月13日 11:42  来自 iPhone客户端,降温天气预报显示快下雪 ，回忆起来 对武汉最冷 印象 于 刚毕业 时候， 一家小公司上班 冬天很冷，人  多     柜式空调，冬天那么冷空调只允许开一会儿 有人去关，  能开 ，而且温度还设定  许开太高 当时刚毕业  觉得社会太他妈残酷 ，空调  给开，每天上班穿,2020
6336,31,12,7526,山寄己会发光,2020年12月31日 21:50,为什么元旦 放假？ 只想  吹 空调摸鱼,2020
6337,31,12,7527,项远夆,2020年12月31日 21:22  来自 荣耀8X,时间过得真快，来到小城已经一 半 ， 这个南方 北方小镇上， 开始 自己 教师生涯 这   子永远 那么烦闷和无趣，闷热 夏天，寒冷 冬天，还有一群恼人 学生 永远备 完 课，从 停歇 问题， 甚至已经好长时间 看球赛 ，即使看到鲁能足协杯夺冠  过如此 原本那些工作后 美好畅,2020
6338,31,12,7528,山月记碎片,2020年12月31日 21:02  来自 iPhone客户端,最后一天，大早上被闹钟吵醒又迟迟 愿起床，等猛然惊醒洗漱完赶到教室时恰好 点 分 上 两节课，批 近 份作业，放学后收拾行囊乘公交回家，一路上颠簸 近两小时，回到家又等 一小时外卖  人孤零零 家吃完   最后一顿晚餐  大概明白，这样  子才 生活常态，所谓 仪式感,2020
6339,31,12,7529,梵婀玲里的天籁,2020年12月31日 20:27  来自 没有尾巴的Android,此生无悔入华夏，为祖国点赞     ，整整  ，作为一名医务工作者，作为一名志愿者，进入 集中隔离点 刚去 第一天，全程 培训如何穿脱隔离衣等流程， 真话，心好慌，突 跳，很想很想家，想 远方 爸妈，想 家 花一样 女儿，很害怕 因为隔离人员超出,2020
6340,31,12,7531,小猪跳跳尾巴翘翘,2020年12月31日 19:10  来自 HUAWEI P30 Pro,最后一天 早上醒来，松松游戏 签到盒子，开到 大白，哇哦，棒耶 开心 上班 回到 ，发现桌上有盒花果茶，哇哦，旁友对 太好  开心 上午本来 开两节课 会，但最后只开 一节课时间 这节课本该  上课 时间，但  报告厅感受 空调，还玩 手机 开心 本以,2020
6341,31,12,7532,佛诶儿羊,2020年12月31日 19:06  来自 iPhone客户端,最后一天，虽然很冷，但  有空调，然鹅砖 依旧烫手,2020
6342,31,12,7533,盛老夫人,2020年12月31日 18:47  来自 iPhone XR,最后一天太深刻 因为楼上空调水管爆裂，公司 技术 区一处 重灾区，漏水 地方  长条 缝隙，形成 一道水帘，哗哗直下，大雨 等级🤣同学们七手八脚拿各种工具接水，特别大 垃圾桶接走 三通水 同学们特乐观， 这 天降好运 这个特殊  子，送 们,2020
6343,31,12,7534,卑微小王0000,2020年12月31日 18:20  来自 小可爱的iPhone X,最后一天小可怜 寒冷  呆 一下午晚上加班到八点 ，  空调怎么 能坏 呢希望  可以 好好 🙏🙏,2020
6344,31,12,7535,纽西之谜geoskincare,2020年12月31日 18:00  来自 微博 weibo.com,最后 天，跨  准备好 吗？[ ]大风呼呼地吹，再加上电脑辐射和 空调，分分钟让肌肤干燥又敏感  为肌肤注入满分活力，温泉水 母菊提取物 红没药醇提取物 燕麦提取物四重修护加乘，直抵敏感根源，轻松get健康水润肌肤,2020
6345,31,12,7536,deerforever326,2020年12月31日 17:52  来自 iPhone X,下班 ，和同事  蹭空调，等  最后一杯奶茶 外卖 超时严重，同事爆脾气上来 ，直接怼 外卖小哥 确实， 总有恼火 点，但 想想还 算    放过自己吧    刚刚sd把退票款退回来  本以为 到明 ， 算识相  这四天 经历，突然爱上 垃圾话  无厘头，没有烦恼,2020
6346,31,12,7537,陈迷搞钱吖,2020年12月31日 17:50  来自 iPhone客户端,人 走 ，感觉  空调  暖 呢,2020
6347,31,12,7538,纯色沫柒,2020年12月31日 17:48  来自 小米9,摸鱼  好爱加班，吃饭空调  ，单位   家， 甚至想把床搬过来,2020
6348,31,12,7539,moonlasoy,2020年12月31日 17:31  来自 HUAWEI P30 Pro,连厕所 空气 比 空气好那些空调开到最大，窗户一扇 开 沙雕们， 们  干吗？  干到咳血,2020
6349,31,12,7540,露露子的小羊,2020年12月31日 17:31  来自 iPhone客户端,为什么跨  做实验？A. 因为热爱科研想到 新 idea可以paperB. 因为 单身没有人出去嗨而且宿舍冷 一批于     蹭 空调对 毫无意义 数据发呆像 废物,2020
6350,31,12,7541,在加油的Joe,2020年12月31日 17:30  来自 iPhone X,再见 ，关灯关空调，  去新 一,2020
6351,31,12,7542,之之之于山川蝴蝶,2020年12月31日 17:29  来自 HUAWEI P40 Pro 5G,几乎全单位 走完 ，空旷  分外安静，听 空调 轰鸣声，才感慨原来  真 过完  用手机最后  ％电发出这条  再见啦,2020
6352,31,12,7543,大大方方好好生活,2020年12月31日 17:16  来自 ♻️环保的iPhone客户端,这个 空调 好使 算 但 吹冷风 什么意思 杭州·浙江大学医学院附属第二医院滨江院区,2020
6353,31,12,7544,CaptainL717,2020年12月31日 17:03  来自 iPhone客户端,同事订  榴莲披萨  开 空调 周围空气布满 💩一样 味道🙈,2020
6354,31,12,7546,我家徐徐徐,2020年12月31日 16:42  来自 一龙的包子Android,脸好烫哦~  空调太给力,2020
6355,31,12,7547,永远是你的Alice,2020年12月31日 16:39  来自 华为手机 畅享玩不停,疯 疯  现 随便 水杯  八九十  喜欢   几百  去拼多多  空调太热  搞得 无心工作.,2020
6356,31,12,7548,有一LL,2020年12月31日 16:28,空调开到 度 敲 键盘 能睡 喽晚上蹦迪💃🏻约个酒🍾️,2020
6357,31,12,7549,写意分,2020年12月31日 16:26  来自 青岛租房超话,青岛租房 青岛租房  鲁商蓝岸丽舍 崂山区科技大学附近 地铁 号线第三站第四站均可步行五分钟到达 有房次卧 /  求合租 随时拎包入住 男女 限均可空间 有大大 客厅，大大 卫生间， 大 厨房，瑜伽空间 家电 空调冰箱冰柜洗衣机衣柜等等一应齐全舍友 本人 搬砖狗，,2020
6358,31,12,7550,小黄油油_,2020年12月31日 16:13  来自 iPhone客户端,最后一天收到最开心 礼物老师给    钥匙让 明天元旦 自己过来加班贴心 嘱咐 “冷 开空调”,2020
6359,31,12,7552,打围保姨,2020年12月31日 15:39  来自 亮司送的iPhone 11,男  抽烟 会死吗？之前 人抽 算 ，好家伙现 两个人 给 抽起来    关 门开 空调 想资源共 ？ 可谢谢    抽出门左拐  厕所 让 对 便池抽升天 管    天天  吸二手烟，搞这点钱真 知道图个什么，够给 买个铁肺？？,2020
6360,31,12,7553,KK-Keisily-ann,2020年12月31日 15:31  来自 微博轻享版,空调风吹  眼珠子疼,2020
6361,31,12,7554,小红薯611B1013,2020年12月31日 15:10  来自 微博 weibo.com,八成 废 ， 开  度 空调，而 还 手脚冰凉需 贴 暖宝宝,2020
6362,31,12,7555,饭饭honey000,2020年12月31日 15:05  来自 iPhone客户端,有个好兆头，那    得到  完美收官 空调完美移机 桌子沙发🛋️ 处理好 ，   烂尾 事情 处理好 ，亏钱 瘟神送走,2020
6363,31,12,7556,立此存赵,2020年12月31日 15:01  来自 HUAWEI Mate 20 Pro,小电暖气 个好东西 这两天西安极冷， 空调怎么吹 感到冷 腿冷 时候，小腹 特别容易感到胀气，再稍微吃点东西，小肚子简直 胀裂 腿跟前有这么个小玩意儿，幸福,2020
6364,31,12,7558,姬永锋,2020年12月31日 14:43  来自 微博 weibo.com,北京，每天有 万人 假装谈合作北京机会多，这  轻人们挤破脑袋，  往北京钻 根本原因 北京有很多牛人 话 ， 到北京，  知道自己官小 除 官，还有 全国各地 大咖 精英 怪才 参加一场高大上 会，与各种CEO COO CMO CXO，合个影 换个名片， 觉得有无限 可能，发,2020
6365,31,12,7559,花花花钱花不光,2020年12月31日 14:43  来自 iPhone 11,空调开得 眼睛 睁 开,2020
6366,31,12,7560,下里巴人不是我,2020年12月31日 14:39  来自 iPhone客户端,空调真  后娘生 ，开到 度，  见得暖和. 苏州,2020
6367,31,12,7561,Qearl程,2020年12月31日 14:36  来自 荣耀30 5G,"开空调啦，同事 鼻子干， 让她多喝点水，她  好像个渣男(﹁""﹁)呀，突然  觉得好像呀",2020
6368,31,12,7562,HiZzzzz_Oo,2020年12月31日 14:32  来自 iPhone客户端,最后一天，被  空调和玻璃房内 温室效应热 喘 过气，而室外却 寒潮涌动 刷 饭卡  最后一笔钱，等 学生放学发作业，这一天过  常又充满期待,2020
6369,31,12,7564,海之家幸福,2020年12月31日 14:24  来自 iPhone客户端,空调 度，西面 窗户冷风一直进来，同事  开  冷空调  宁波,2020
6370,31,12,7565,Rebecca_lbk,2020年12月31日 14:02  来自 iPhone客户端,最后一天- . 度 天气 空调 给力接近罢工状态来杯奶茶取暖吧晚上和老公去看个电影准备跨 咯🙌🏻,2020
6371,31,12,7566,尹小行行,2020年12月31日 13:46  来自 荣耀20,能开空调 第n天 哪 受过这么大 委屈😣，穿羽绒服坐  手脚冰凉,2020
6372,31,12,7567,jia威訫瞰镁羊羊洗藻,2020年12月31日 13:31  来自 iPhone客户端,b 能 能把空调调高两度,2020
6373,31,12,7568,你眉目仍盈满世间好颜色,2020年12月31日 13:26  来自 iPhone客户端,这么抠这么大  空调暖气 舍 得开，想冻死谁,2020
6374,31,12,7569,品如爱磊磊,2020年12月31日 13:23  来自 🦊iPhone 11,空调 摆设吗？  脚 僵掉,2020
6375,31,12,7570,郷木修_TN戒断中,2020年12月31日 13:18  来自 微博 weibo.com,冻得快死过去 ，空调温度完全上 去，希望老板能好心之后改为 家,2020
6376,31,12,7571,羊崽羔,2020年12月31日 13:03  来自 iPhone客户端,出来   信，零下天结果被 空调热到午睡没睡 🤷🏻‍♀️,2020
6377,31,12,7572,冯维恒,2020年12月31日 12:56  来自 趣头条,[ ] 央行出手，这类存款清零下架，储户损失  少，已有银. 查看👉O 链接文 闻道 到银行，很多人第一时间想到   有钱 毕竟每天 和钱打交道，所以很多人觉得银行什么 缺，   缺钱 再加上银行 工作环境非常好，坐 宽敞明亮，装修豪华   ，冬天有暖气,2020
6378,31,12,7573,自有湛蓝,2020年12月31日 12:34  来自 iPhone客户端,外面晴空万    空调为啥这么冷 济宁,2020
6379,31,12,7574,贰十一画,2020年12月31日 12:25  来自 iPhone 7 Plus,最后一天 早上被冷醒，窗户被冻住，出门忘记拿帽子，走 路上瑟瑟发抖🥶🥶到  打开空调，空调风呼 吹🌪越坐越冷~~越来越冷~~真棒真优秀冲 暖水袋 愿撒手,2020
6380,31,12,7575,甜橘渊渊祝朱一龙0416生日快乐,2020年12月31日 12:13,这么冷 天，   热到 中暑 开窗  开空调 神同事,2020
6381,31,12,7576,艾小白1976,2020年12月31日 12:13  来自 HUAWEI Mate 20 X,来 蛮晚 ，休假季，  没几个人  坐那越坐越冷 以为 气温过低，中央空调 暖  紧急饿 么上面叫 个取暖器 取暖器来 ，舒服  然后站起来一看， 没人开空调,2020
6382,31,12,7577,刘小麦啊,2020年12月31日 12:10  来自 HUAWEI Mate 30 5G,每天 能碰到刚从建筑工地上下来 工人，他们聊 很开心，  笑笑 走过 最近很冷，总觉得他们穿 单薄，安全帽 应该很冰吧  开 空调电暖偶尔还 冻脚冻手，  知道他们 怎么 冰冷 铁架上施工，怎么坚持到下班 ，好  最近白天太阳还算给力，   刮风 能更暖和一点 明天  新,2020
6383,31,12,7578,莘哓爽,2020年12月31日 12:09  来自 小米10,没想到   最后几天，又开始  初一样 惶惶 安  中央空调已经关 ，近零下 度 天气  崩溃   疫情早点结束吧，平凡 如此珍贵 沈阳·五 河,2020
6384,31,12,7579,小卷卷0001,2020年12月31日 12:00  来自 荣耀V20 4800万3D相机,马上放假三天， 如果 空调取暖  特别注意适当 开一下空调，防止假期回来发现水管冻裂冻爆,2020
6385,31,12,7580,是小mo呢,2020年12月31日 11:59  来自 iPhone客户端,今 份  昨天晚上外卖叫 粥没有吃，打算带到公司当午饭 ，打开才发现已经坏掉  明明一上午还担心 空调温度太高， 放 车 没拿上来呢，那肯定 因为家 地暖温度太高呗被迫没有午饭吃,2020
6386,31,12,7581,走猫步的小猴子,2020年12月31日 11:45  来自 iPhone客户端,可能真  被冻死   最后一天  🌚🌚为什么  空调偏偏 这最冷 几天坏 ？[流泪][流泪][流泪],2020
6387,31,12,7582,龙宫臭屁大王,2020年12月31日 11:41  来自 HUAWEI P40 Pro 5G,试问 有谁会 零下 度 天气 坐 开 空调冷风,2020
6388,31,12,7583,安木七里七里,2020年12月31日 11:36  来自 Android,今 沙雕找导师聊天 刚进 ，那个温度热得 晕头转向 老师还没让坐， 已经放下书包 沙发上想跷二郎腿 ，并伴随开场白 老师您 好温暖 ，一点  像工作 环境 老师接   对，让人犯困 吧  很想让自己闭嘴 聊天结束，有老师进来给导师发福利 那位老师问候完，   有,2020
6389,31,12,7584,脸比梦圆,2020年12月31日 11:33  来自 微博轻享版,空调和阳光让人误判 外面 温度 上个厕所冻成狗,2020
6390,31,12,7585,阿弟嘟,2020年12月31日 11:32  来自 红米Redmi,室温 到十度，暖气调到最大  烫手，开空调  允许， 们领导  么开空调 么开暖气，两种 开费电 石家庄其他公司有这情况吗？,2020
6391,31,12,7586,江红豆,2020年12月31日 11:25  来自 iPhone客户端,穿这个鞋脚 出汗  空调  用开,2020
6392,31,12,7587,黑皮美猫坤猪猪,2020年12月31日 11:20  来自 HUAWEI P40 5G,无论   还  宿舍  位置  吹 到空调 那个,2020
6393,31,12,7588,嘻嘻嘻928,2020年12月31日 11:18  来自 前置双摄vivo X9s,开 空调，还 那么冷,2020
6394,31,12,7590,阿库雷里掉落的柠檬,2020年12月31日 11:06  来自 兔子公主的Android,今 最后一天  空调坏  电工   此刻  确身处阴间,2020
6395,31,12,7591,s霜太难,2020年12月31日 10:57  来自 iPhone客户端,按耐 住 提前跑路 冲动，即使回家没空调没事情 干，  想呆,2020
6396,31,12,7592,爱吃丸子的小浣熊,2020年12月31日 10:52  来自 HUAWEI P40 5G,想  吹空调想去海口吹冷风,2020
6397,31,12,7593,小耳朵杰瑞,2020年12月31日 10:47  来自 OPPO Reno,最后一天，天气真 错，太阳很暖 但 依然  冻 瑟瑟发抖，空调坏,2020
