,Day,Month,Unnamed: 0,Name,Date,Content,year
12982,5,1,15407,不施铅华-,2022年01月05日 16:13  来自 nova8 我由我掌镜,没有延时服务值班， 为啥还 想下班回家呢？大概 想蹭会儿  空调改作业吧 兴化,2022
12983,5,1,15409,种棵c糖葫芦树,2022年01月05日 15:53  来自 iPhone客户端,四处密封开空调  抽烟 狗男人真  恶心🤢没品 自己找死 算 ，还用二手烟三手烟毒害其他人,2022
12984,5,1,15410,长大也很可爱呀,2022年01月05日 15:43  来自 源崽妈咪的iPhone 12,开中央空调开  屋   热死  睡会觉 搂 抱枕 没盖啥 现 热醒 满头汗 脖子,2022
12985,5,1,15411,寅林寅林,2022年01月05日 15:36  来自 iPhone客户端,好冷好冷  开 空调最高温度  跟没开一样盖 小毯子 瑟瑟发抖,2022
12986,5,1,15412,洋ang咩咩,2022年01月05日 15:35  来自 iPhone客户端,空调把 吹 快脱水 ，马上 打  程度,2022
12987,5,1,15413,底美伢,2022年01月05日 15:29  来自 iPhone客户端,把  茉莉剪成 这个样子，还专门抱来  因为有暖气空调，希望它可以 负重望 春天多发几枝芽🌱,2022
12988,5,1,15414,不完美湿了夜,2022年01月05日 15:18  来自 iPhone客户端,快被  空调给蒸干  南昌·中国移动通信集团江西有限公司,2022
12989,5,1,15415,胡说九道子-,2022年01月05日 15:12  来自 Android,这个天太好睡觉   吹 空调  困,2022
12990,5,1,15417,爱疯爱笑爱花次的南方姑娘Z,2022年01月05日 15:03  来自 iPhone客户端,早上本来准备吹 空调泡杯茶   坐一天，然后发现 们有庭没人去开，领导 让 这种菜鸟来独自开庭（内心OS 慌得一匹） 贵阳·云岩区人民法院,2022
12991,5,1,15418,Winnieee_C,2022年01月05日 14:51  来自 😴iPhone 12(绿色),现 坐 ，吹空调，吃 食堂，每天做专业对口 实验，租房住，爸给房租，离实验室走路五分钟  入手 ，还有奖学金，生活费， 觉得 可以,2022
12992,5,1,15419,喃歌Simone,2022年01月05日 14:42  来自 iPhone,现  很冷 空调抽风,2022
12993,5,1,15420,HelenSL,2022年01月05日 14:35  来自 iPhone客户端,空调坏  第二天 冷死,2022
12994,5,1,15421,一个cute婷啊,2022年01月05日 14:14  来自 Android,好闲呀   吹空调 听歌 玩手机 顺便吃点零食 好困 感觉 然后  早上迟到 分钟 起 来床,2022
12995,5,1,15424,Dac的碎片,2022年01月05日 13:15  来自 微博 weibo.com,. 司放 养生壶，养生又美容  们 几乎人手 ，只 大家 大小有点差别 养生壶可以煮花茶，玫瑰花枸杞花茶，菊花冰糖茶 记得去 冬天嗓子一直咳嗽，买 梨和冰糖，熬 梨汤润肺 快来姨妈，可以弄大枣枸杞冰糖水喝 银耳枸杞对于女生 常保养 很 错,2022
12996,5,1,15425,Au-NC,2022年01月05日 13:07  来自 动次打次HarmonyOS设备,去   这才一点   师兄师姐美美下班  整个  留    开始吹空调耍游戏,2022
12997,5,1,15428,白日边城,2022年01月05日 12:52  来自 iPhone客户端,， 开起 空调，制冷，还听   小寒广州天气丧心病狂,2022
12998,5,1,15430,头头干饭小淘气,2022年01月05日 11:41  来自 iPhone客户端,昨天晚上睡    知道   下午喝 咖啡 原因早上醒来又很难受浑身出汗衣服赶紧穿上还觉得很冷坐  虽然开 空调但双脚冰凉嘴巴 莫名其妙 肿痛起来心情因为这些 变得很糟糕真  愉快 星期三突然想起来 还 找印度人聊天突然 想哭,2022
12999,5,1,15431,超级无敌大坏蛋__,2022年01月05日 11:37  来自 iPhone 13 Pro Max,出门前看天气预报， 二十多度穿一件 行 ，结果 开空调   好冷这  广东 冬天吗,2022
13000,5,1,15432,却错过一整个时空,2022年01月05日 11:35  来自 小福鑫iPhone 12,求累吗， 空调 ，开 一上午 带热 ，外面下雨，从外面回来，衣服裤子鞋子 潮 ，想 热风吹干，自己 快捂干   没热,2022
13001,5,1,15434,毕较美,2022年01月05日 11:30  来自 iPhone客户端,出差产业园公司做能耗降本   开空调大家 冻 手打字这个时候总监来  希望 坚持住降本别开,2022
13002,5,1,15435,当红废话机,2022年01月05日 11:28  来自 iPhone客户端,开空调冷死   谁 乎  小寒,2022
13003,5,1,15436,雪霁天晴晴,2022年01月05日 11:13  来自 iPhone客户端,昨天下午 小 ，那 空调又闷又热，当时 感觉 舒服 回家后头痛，喉咙 痛，体温 . ， 低烧边缘 为 领导交代 课件，只好起床赶去公司，匆匆忙忙做完  行 ，头痛，  回去躺下,2022
13004,5,1,15437,数学老师体育教,2022年01月05日 11:11  来自 iPhone,纪大 ，以前 最讨厌下雨天怕体育课 能上，现  坐 开空调   听 雨滴 声音，非常惬意,2022
13005,5,1,15438,_俞迪亚,2022年01月05日 10:57  来自 OPPO Reno5 5G,早上到现 ，雷打 动 零℃ 野外  坐 开 空调，如同置身冰窖,2022
13006,5,1,15439,名为momo的网友如是说,2022年01月05日 10:42  来自 Android,尴尬期  集体开空调，偏偏坐  区 空调没人开，找一圈找 见开关 穿羽绒服热，脱外套又冷 真他爹难,2022
13007,5,1,15440,救命我想不到好名字,2022年01月05日 10:41  来自 HUAWEI P40 5G,妈 坐 想开空调吹 半个小时冷风，,2022
13008,5,1,15441,没那种命baby呀,2022年01月05日 10:16  来自 荣耀60 Pro 5G,大冬天上班 穿裙子  开空调 还开个大窗户通风真 太冷  感觉自己   上班  渡劫,2022
13009,5,1,15442,一打毛栗子,2022年01月05日 10:09  来自 肖战顺顺利利,空调风 真大 ，暖风吹  脑瓜子疼,2022
13010,5,1,15444,嘻哈小火锅,2022年01月05日 10:05  来自 iPhone客户端,开 空调，吸 烟，一天一包烟会吸，碰上这种没b数 人真倒霉,2022
13011,5,1,15445,萌萌哒的小可爱杨文静小仙女,2022年01月05日 09:48  来自 HUAWEI P50 Pro,一人血书 换空调小杨 冻死  咱   ，穿 棉鞋棉袄还冻 打哆嗦可真 过分 叭,2022
13012,5,1,15446,阿_ying嘞,2022年01月05日 09:33  来自 小龙妹超话,小龙妹  又 开空调，冷得 死,2022
13013,5,1,15447,Chamakay,2022年01月05日 09:33  来自 🦷iPhone客户端,真 服   们 空调开到 度为什么还 这么冷  天然冰窖吗,2022
13014,5,1,15448,薛定谔的小号66888,2022年01月05日 09:33  来自 iPhone客户端,一边吹 热空调，一边开 窗吹冷风， 知道  人 怎么想,2022
13015,5,1,15449,猫布丁,2022年01月05日 09:30  来自 iPhone客户端,新 上班路线熟悉中临时  空调真 太给力   各种开关还没熟悉 情况下，直接开电扇散热,2022
13016,5,1,15450,千萬別再發現我-,2022年01月05日 09:10  来自 iPhone客户端,上头 怎么老  煮韭菜馅 饺子 死人 真  还开 空调呢,2022
13017,5,1,15451,保安大队总队长,2022年01月05日 09:06  来自 iPhone客户端,晕  今  够冷还  们  人懒 每天上班 没有人开  空调 无语,2022
13018,5,1,15452,451廿8,2022年01月05日 09:03  来自 HUAWEI P40 Pro 5G,太牛 下过雨只有三度 早上，   两个大佬  开空调 牛,2022
13019,5,1,15454,豆腐包的豆,2022年01月05日 08:46  来自 HUAWEI Mate 30 Pro,冬天 过去一半 ，俺  空调终于支愣起来,2022
13020,5,1,15455,一只鸡腿子的噩梦,2022年01月05日 08:44  来自 iPhone客户端,真 个神奇  ，一台 知道多少  立式空调 夏天吹出 冷风让 瑟瑟发抖，而 冬天即使开门开窗户依然让 热 穿短袖,2022
13021,5,1,15456,hjmzc,2022年01月05日 08:40  来自 vivo X60 蔡司影像,有 每天沉迷开窗关空调 同事， 有 冷如冰窖,2022
13022,5,1,15457,你好请把垃圾扫一扫,2022年01月05日 08:24  来自 微博轻享版,空调 像老 人爬楼梯，行动一会儿 得停下来喘气,2022
13023,5,1,15458,小袁是个团团,2022年01月05日 08:21  来自 HUAWEI P20,小袁狂野 生椰美式（味道 咋地）但 冬天跑出去买咖啡太需 勇气  下雨 ，显得早晨格外清冷，但 一进  有阿姨早早开好 空调，还 幸福 打工人,2022
13024,5,1,15459,葫芦吃饱了n,2022年01月05日 08:08  来自 iPhone客户端,最后 进  知道关门 以为 透气呢 透nm 气 空调 tm 开冻死 个by 吧卫生  打扫 掉地上 东西  知道捡脏死算   tm知道biajibiaji往嘴 塞真他妈闹挺,2022
13025,5,1,15460,獭獭爱洗脸,2022年01月05日 07:53  来自 肖战顺顺利利,怎么   越来越冷一看  把空调按到 制冷,2022
13026,5,1,15461,哈起名儿,2022年01月05日 07:41  来自 iPhone客户端,执  穿ugg 因为 空调开 热，脚太🧊结果刚下车   水趟趟 淦,2022
13027,5,1,15462,黄皮七真皮-,2022年01月05日 01:22  来自 Android,最后一条泡泡发完 金奂还 没有来摄像又被隔离 工作又搁置 真  喜欢只坐  雪还 下买 新 漂亮口罩 到 新被子到 可 没有晒 敢盖开 空调好暖和买 美瞳到 可 最期待 粉色竟然 橙色 很失望所以找客服发疯 退 后来发现自己当初买 时候没有看到四宫格  橙色退回去好麻,2022
13028,5,1,15463,尽是虚无无无,2022年01月05日 01:13  来自 nova8 我由我掌镜,睡前 药忘   关灯 床上躺 两个多小时 依旧毫无睡意想来小时候 暑假总 很漫长早上懒觉起来九十点 看看厨房锅 爸妈给 留 什么早饭 随便扒两口开始磨磨蹭蹭写作业 写一会儿发会儿呆 老爸会打电话回家问 中饭   帮 从食堂带回来 等老爸进门  往桌上铺报纸把饭菜拿出来开始一起吃,2022
13029,4,1,15464,ASteped,2022年01月04日 23:19  来自 荣耀30 Pro 5G,一身白 雪白girl～水肿 ，给 肿出 双眼皮儿 暖暖跑友 翻 朋友圈还留 言😂出手， 出手，出手， 出手，em这  问题  下午溜号打球，打得好开心呀～ 过可能有点累， 空调又足，之后 困得 死 还好把PPT大纲搞定  知道为啥下班路上莫名其妙 开心，忍,2022
13030,4,1,15466,不吃鱼的小猫4523,2022年01月04日 23:03  来自 iPhone客户端,起来晚 ，平时 点半起来，本来 点醒  翻个身又想睡一会，谁知道一睁眼 点 分  慌慌张张 起来，差点迟到  昨天睡觉太晚  还自信自己可以起来 太过于乐观  一天  搞业务 尾巴工作，放假三天 结果  节奏被打乱 紧张 补业务，累   被空调吹 直想睡觉，简直,2022
13031,4,1,15467,我是JR小佳子,2022年01月04日 22:46  来自 网易云音乐,第 天静卧 ，此时无声胜有声有音乐，但安静，没有人声 世界最安静有空调嗡嗡声，烧水 呲呲声，没有人声 世界才 那么嘈杂这样 寂静把思念声跟心跳声放大 一百倍这样 寂静把那些模糊记忆掘地三尺  遍还 睡吧，再做点儿梦，一梦解千愁 分 单曲 K如愿（男生 ） (,2022
13032,4,1,15468,zkzh丫丫,2022年01月04日 22:25  来自 OPPO A7x,冬天马上  过半 ，可 天气确没有 暖和 意思， 管家 还   得靠空调取暖，真心  感觉冷 ，可 皮肤确干燥缺水，崩皮，哗啦哗啦 掉渣渣儿翻箱倒柜找到   宝贝～OLAY身体乳，乳状质地，容易推开，小苍兰香氛，感觉  秒吸收 ，皮肤一下子 水嫩起来 ，  崩皮 ，而且 会,2022
13033,4,1,15470,春日部顶呱呱,2022年01月04日 21:41  来自 iPhone客户端,操人那前线干活儿呢，想起来一出 一出还能把女儿叫  去喝喝水擦擦脸， 开开空调哄 女儿睡一觉再走好 好,2022
13034,4,1,15473,万宁市消防救援大队,2022年01月04日 21:20  来自 荣耀50 5G,如今   乏空调 饮水机 电脑 打印机 复印机 各式充电器等用电设备，给工作带来方便快捷 同时， 埋下 电器火灾 隐患，如何预防此类电器火灾呢?   因 电器多用插座供电，使用时切忌插用电器过多，从而引发因为插座插头接触 良从而引,2022
13035,4,1,15474,晚上也要亲扁龚俊俊,2022年01月04日 20:54  来自 nova4e 3200W立体美颜,吃 晚饭又回 加班 ， 过还好来 ， 空调竟然没关上，明明点 遥控器,2022
13036,4,1,15475,Knoelle,2022年01月04日 19:15  来自 坚果 R2,服 ，白天拖 除非 六七点起来拖，等到晚上下班 拖完，开 空调想快点把地弄干，结果还 有人进去踩脏，真  服,2022
13037,4,1,15476,姨想天开,2022年01月04日 18:43  来自 vivo S7轻薄自拍旗舰,颈椎病颈椎病又被称为“颈椎综合征”，其 以颈部疼痛，活动受限，常常累及背部，并放射至两侧上肢乃至手指且麻木为特征 疾病 中医称之为“骨赘” 临床多表现为 经常坐  人员工作或学习一天后 或长时间 看书 读报 看电视， 会感觉头昏脑涨 脖子僵硬 酸痛，扭动 舒服，个别人 活动,2022
13038,4,1,15478,白萄怨瓷,2022年01月04日 18:16  来自 iPhone客户端,摸鱼看 直播，正 神情呆滞地关 空调， 好几个同事 “卧槽，  居然还没走？？  ？”,2022
13039,4,1,15480,惊蛰--霜降,2022年01月04日 18:08  来自 HarmonyOS设备,中午部门聚餐，虽然把握 度，但还 难受，吐 一次后面 吐 出来 ，后来 空调人为制造 温闷，以及嘈杂 声音，无心工作，耳机一带，两首歌，热泪盈眶，幸好喝  酒 空调暖风作用下让面色潮红，让人误以为醉  心情很差，发 消息给理哥儿和俊哥儿， 许久许久没 联系 ，和理哥儿  好多,2022
13040,4,1,15481,小张也_Yee,2022年01月04日 17:39  来自 HUAWEI Mate 20,苗苗买 第一杯奶茶❤️九华山一 之旅 大家一起出去玩 好快乐宾馆空调制热 足 第一次睡觉还 把袄子盖 身上  空调太足 热死寄人篱下 快乐—小蛋糕养生枸杞茶喝起来 橙子上画 可可爱爱 小表情  幸运儿 有两个果果跨 明晴和媛媛带 一起吃 牛杂锅 好吃,2022
13041,4,1,15482,小悦饼是小悦亮,2022年01月04日 17:31  来自 iPhone客户端,空调格外冷，  冻 瑟瑟发抖,2022
13042,4,1,15483,前面那个人你给我站住,2022年01月04日 17:28  来自 卖废纸换的iPhone 11 Pro(暗夜绿),° 空调吹冷风 敢信？ 干件人事主动找人来修，  加热板坏 ，周五才能修好,2022
13043,4,1,15484,如果我是一场雨,2022年01月04日 17:25  来自 iPhone客户端,早上  睡觉忘记开空调，然后感冒 ，或许这   上班时间睡懒觉 报应,2022
13044,4,1,15485,特立独行的猫_O,2022年01月04日 17:14  来自 iPhone客户端,新 没有空调 手跟个鸡爪似  冻哭  又解决一点小破事儿 ～ 谢希望  放假之前可以处理好所有 事儿 上海,2022
13045,4,1,15486,宝宝小心塞,2022年01月04日 17:12  来自 K30S 至尊纪念版,太惨 太惨 ，  给开空调硬生生给 冻生病 好 容易退烧 ，又咳成肺炎新 第一管血已经抽 ，即将迎来新 第一吊,2022
13046,4,1,15487,夸夸小羊真厉害,2022年01月04日 16:59  来自 OPPO Reno4 SE 5G,空调给力到什么地步  椅子把  烫,2022
13047,4,1,15488,一只眠羊-11,2022年01月04日 16:22  来自 iPhone客户端,坏消息  空调坏 ，无空调吹，别    吹空调好消息  买新空调 ，旧  去新  来， 有新空调吹,2022
13048,4,1,15489,毛衣-my,2022年01月04日 16:01  来自 HUAWEI Mate 30 Pro,开 空调 让开窗憋  感觉呼吸 粘滞 起来跑到外面小菜园透透气伴 微微 小雨还有隔壁房 艾草烟感觉一下子 舒畅   这个艾草有点太熏 😷,2022
13049,4,1,15491,镜子的流萤,2022年01月04日 14:37  来自 iPhone X,南方 冬天虽然湿度大但 寒风肆虐 时候 依然觉得脸干到开裂好 容易熬到 热空调 风一吹到脸上脸上 肌肤 开始干痒忙到中午休息 时候 拿出镜子照 下发现额头 肌肤已经起皮 脸颊 肌肤更 开始灼热发红 回忆早上 时候  抹 面霜吗为什么还 这个样子其实肌肤屏障 给力,2022
13050,4,1,15492,CC-YHC,2022年01月04日 14:31  来自 iPhone客户端,真冷～(o(*ﾟ▽ﾟ*)o) 同事  外面 冷 ，但   下午来 时候感觉 特别凉， 空调开 一早上制冷  ( ･᷄ὢ･᷅ ),2022
13051,4,1,15493,牙牙学舞,2022年01月04日 14:28  来自 iPhone客户端,总有一天  被空调干死,2022
13052,4,1,15494,摸鱼积极分子,2022年01月04日 13:54  来自 Android,们领导，十几个人 大 ，两台空调 开 一台，还 亲自为 们控温，之前  °， 直接调到 ° ，电费  用他出，  明白，这算 节能吗,2022
13053,4,1,15495,真真-婉,2022年01月04日 13:49  来自 iPhone客户端,有些冷，服务员姐姐忘记帮 提前打开空调    度最佳绿植    ，经验   想长 好  土多多  北京,2022
13054,4,1,15496,哇吼吼吼吼吼,2022年01月04日 13:45  来自 iPhone客户端,今 份吐槽  .寝室把喝 水停 ，这可能 想把 们旱死 寝室，电热毯一开，估计  没办法 寝室待 ，这点， 贼无语， 能接受，所以 来   .然后   旁边 厕所把水停 ，   知道该 啥 还好，可以当忍者神龟 .  空调可能 摆设，还好， 刚买 袄子 能抗 .学校门口 快,2022
13055,4,1,15497,修道影视人云水道人,2022年01月04日 13:24  来自 OPPO A32,居家  吉凶断  ，五黄廉贞煞星居中，将对居家和 地 吉凶产生很大 影响，有如下情况，需 及时调整   五黄入中，主意外 凶祸 疾病等自己家房子 楼 中间位置，  楼 中间位置 厕所 家 中轴线，卧室 中间，厨房 中轴线 需 及时调整，用金化煞   二黑,2022
13056,4,1,15498,没有皮的大土豆z,2022年01月04日 13:19  来自 微博网页版,空调开得.醒来热得汗 出来,2022
13057,4,1,15499,Rebecan1,2022年01月04日 11:18  来自 荣耀V20 4800万3D相机,空调遥控器可 可以没电   热死 为什么人 感知可以差那么多,2022
13058,4,1,15501,AVY_LIN,2022年01月04日 11:10  来自 小电梯的Android,怎么这么冷？开 一早上空调 ， 还 凉,2022
13059,4,1,15502,芦苇荡上的猫头鹰,2022年01月04日 11:00  来自 微博网页版,元旦 家休息 三天，连门 没出，结果 上班 头昏脑涨  空调 知为啥 制热 ，穿 羽绒服 屋 坐 ，还 好冷~这次 感冒发烧太持久 ，这 一周多 ，嗓子还  舒服 好想吃点儿有味道 东西，嘴巴 好淡好淡，疯狂想念火锅  过因为最近生病每天休息 比较早，吃东西比,2022
13060,4,1,15504,5uoiiouo,2022年01月04日 10:51  来自 iPhone客户端,无语   过  还 放假 天天坐这 吹空调又没事做 号把 放回去  回家吃剩饭,2022
13061,4,1,15505,慧慧智慧的慧,2022年01月04日 10:39  来自 iPhone客户端,米白色小围巾羽绒服这款羽绒服性价比很高，这款羽绒服没有帽子，所以穿上衣服 会往后坠，穿上很暖和，个位数 天气， 没开空调， 穿上还有一点热， 买 白色穿上很可爱，   耐脏，袖口 面有松紧， 会漏风，搭配上小围巾很好看， 很喜欢，纽扣 装饰今  很流行，口袋很深，虽然口袋,2022
13062,4,1,15507,小梅的杜援会,2022年01月04日 10:11  来自 HUAWEI P40 Pro 5G,发现自己今 心态和心情真 转变 太好  现 整个人  快乐幸福 追星上 因为追  王一博   用   最好 追星状态这两天因为 人 家有点emo 妈妈虽然昨天还忙 但 下午还 抽空带 去商场 购物工作上自己 能力可以完成 很好 遇到 同事  很照顾     顶头上司对  跟妈妈一样 老,2022
13063,4,1,15512,冬日暖阳囡,2022年01月04日 08:33  来自 HUAWEI Mate Xs 5G,家休息三天习惯 温暖 空气 到 单位 瞬间觉得好冷马上开启三个暖气片和空调 暴力升温中,2022
13064,4,1,15513,孟加辣,2022年01月04日 08:24  来自 微博轻享版,每天早上起床  哄 自己起 --“起呗，起床呗”--“ 起，太冷 ”--“ 有暖气，还有空调”--“ 起，太困 ”--“忍半个小时，到单位咱带薪睡觉”--“那，起吧”,2022
13065,4,1,15516,文言楼,2022年01月04日 01:02  来自 微博网页版,项目名称 和光天地楼层状况  层建筑面积  平方米整层面积  平分割面积  平~ 平交付标准 乳胶漆墙，裸顶，架空地板室内层高  净高 . 米 大堂层高  米得 房 率  %物业公司 暂定物业费用  元/平方米·  空调系统 VRV空调 电梯配置  部客梯  部货梯 车,2022
13066,3,1,15517,是那棵树啊,2022年01月03日 23:08  来自 iPhone客户端,想到明天 上班，首先恐惧  开 空调干闷到窒息   想 暖气，  空调,2022
13067,3,1,15518,米头芋头玉米头,2022年01月03日 20:57  来自 iPhone客户端,图一向 葵，虽然常见，但自己把她从小小 花苞养成这个灿烂样子，心情 一样灿烂 这花 缺点  花杆容易烂，容易臭水 图二 绣球 以前没有掌握绣球 诀窍，总 养 过两天 这次赶上直播卖进口绣球，又 绿色 ，镜头 看到花头比人脸 大很多，生怕抢 到，赶紧下单 拿到手 瞬间有,2022
13068,3,1,15519,番禺写字楼租赁的周先森,2022年01月03日 18:12  来自 iPhone客户端,番禺创意园 [烟花][烟花][烟花]面积  . 平米交付 豪华装修，带部分 家具户型  ➕ （ - 人 区）项目优势 地铁 号线大石站步行 分钟左右，配套齐全，豪华装修， 小时空调，工区大气，每层配备有小型会议室，洽谈室 休闲区，茶水吧台及公用冰箱 微波炉，环境舒适，可随时入驻,2022
13069,3,1,15520,夕卜林,2022年01月03日 18:11  来自 iPhone客户端,. .  刚好吃完饭没多久，走 一圈回来 ，还去烧 个水，头靠  椅上玩手机，突然觉得晕晕 ，门自己 撞墙，有点感觉 地震 ，  想找个参照物看看，抬头只有空调管子，  晃动，还以为 错觉，水 刚好 烧开 咕噜咕噜 刷 好几分钟 朋友圈 没人 话，又一直看新闻，十几,2022
13070,3,1,15521,十七两一钱DT,2022年01月03日 17:24  来自 HUAWEI Mate 30 5G,空调有大毛病，一下午 没有热起来,2022
13071,3,1,15522,一碗蘑菇粥·,2022年01月03日 16:21  来自 iPhone客户端,虽然放假加班 点 能溜  但 这个点回家又能干嘛呢 如把 空调打高点 看文章蹭加班餐 老娘卷死 们,2022
13072,3,1,15523,t杨哈哈,2022年01月03日 16:02  来自 冒个泡超话,通宵打牌后 后遗症    拉 一天肚子  正常上班  还 补充能量出 个结算资料  必须 做到 出差错   最后   算 开 空调，   想离开烤炉 最后 最后  输 之后 崛起 哈哈，当然 得感谢旭旭和老王 放水，放 几个，没怎么接炮，众哥 见炮 接，,2022
13073,3,1,15525,夏至未闻花名,2022年01月03日 10:16  来自 iPhone客户端,空调修好  妈妈再  用担心 会冷  看来 可以  坐到晚上 点再回家,2022
13074,2,1,15526,Dr谢光辉_暨大附一激光美容,2022年01月02日 21:29  来自 一加 9｜哈苏影像,皮肤 会进入疲劳状态？熬夜党 注意   常紧张 工作中，其实 仅  们 人体会感到疲惫， 长时间 工作和忽略护肤保养中， 们 皮肤 会进入疲劳状态，黯淡无光，严重 可能还会患上慢性皮肤疲劳症，肌肤健康问题同样 容忽视，所以 常可以根据 们 肌肤拟,2022
13075,2,1,15527,陷入清凉沼泽,2022年01月02日 20:08  来自 iPhone客户端,弱冷车厢  为 照顾“生理期” 女性，而 女性本身 比男 更怕冷，女性最适温度比男性最适温度更高 而公共领域比如地铁 商场  空调温度  以男性最适温度设置 女性仅仅 求 地铁弱冷车厢 算 特权 话，那永远男本位 设置  男人 有 特权吗？这样 事还有很多，比如钢琴琴键,2022
13076,2,1,15528,叶子墨青,2022年01月02日 19:54  来自 HUAWEI Mate 40 Pro,为什么家  空调制热一直吹冷风，真宁愿留  加班 南京,2022
13077,2,1,15530,庄家财经,2022年01月02日 19:21,天津某火锅店内一男子疑似用餐时打喷嚏 捂口鼻，与其他食客发生争执引发热议 据孙女士表示，该男子数次打喷嚏打得“震耳欲聋”，并且没有遮捂口鼻 由于他后面 备餐区，右边 调料区，孙女士觉得 妥，便好心提醒，没想到对方又 调料区打 两个喷嚏 据悉,2022
13078,2,1,15531,抱了个石_头,2022年01月02日 15:11  来自 HUAWEI P40 5G,Day   丢掉  双发热鞋垫 去  冬天特别冷，  空调基本没有用，脚脚每天 冻冰 ，于 买 很多发热鞋垫，还 有用 ，但 只用 十几双，今  冬天 环境好 ，  个暖冬，一双 没用上 这么多放 那 实 占地 继续给生活比个 相信相信 力量,2022
13079,2,1,15533,卤蛋子丶,2022年01月02日 12:25  来自 iPhone客户端,回 ，一进去发现开 暖气，心想  没那么冷吧 然后 动声色坐下干活  后面有个同事出去上 个厕所回来，一进 惊呼唉怎么开 暖气嘛    到 时候已经开 呀，还以为  们冷 然后另另 同事   开 ，早上走路过来有点热 开 冷气 原来 空调之前开过暖气，现 转 过,2022
13080,2,1,15534,qqqfk,2022年01月02日 11:43  来自 Redmi 10X 4G版,. . 昨天公司会晚上  睡 一晚， 到十二点睡  ，早上五点三十五起床 半夜二点二十二被冻醒 ，早上开 会空调  体重 . kg昨天中午食堂做 菜 够吃没有吃饱，昨天晚上公司食堂烧烤自助， 养生喝 两碗小米粥，故意 吃饱， 早上起床时体重 . kg.昨天公司 会领  红,2022
13081,2,1,15537,李阿楠哟,2022年01月02日 08:14  来自 iPhone客户端,m kg小个子穿搭｜空调房内搭💯蕾丝打底衫+黄色毛衣+蓝色直筒裤，  小个子上班族穿搭，前几天有姐妹   冬季内搭分 来啦 杏色打底衫加上黄色 规则毛衣，好温柔呀，很舒服 一套，蓝色直筒牛仔裤 一点  显胯宽，小个子梨形身材可 出门外面可以套羽绒服或者大衣 amazing song,2022
13082,2,1,15539,馬太黎,2022年01月02日 00:04  来自 iPhone 8 Plus,致 正 努中  们 岁董明珠姐姐自曝，  没周末没休假 这世上所有 牛逼，闻起来  加班 味道 如今格力集团总裁 冠冕，  前 董明珠，  刚经历丧夫之痛，独自抚养儿子 单亲妈妈 为 挣脱人生 泥潭，她毅然放弃体制内朝九晚五 工作，跑到珠海一家叫“海利” 家电公司做空调销售,2022
13083,1,1,15540,J2ngoO_7,2022年01月01日 23:20  来自 iPhone客户端,让 来想一想  新 第一天到底有多惨😅昨晚上去跨 人还多取消所有活动，关键官方 消息 没有，后来十点多 们准备回去 时候还有人带 孩子陆陆续续过来，真  太拉 地铁准备回去 时候又刷到另外 地方有摩天轮倒计时  和朋友风风火火又去  又被骗 吃个海底捞 他妈 等两个小时 最,2022
13084,1,1,15541,少年伯爵,2022年01月01日 20:20  来自 iPhone 12 Pro Max,三个  ，纯白手起家，靠懒惰税赚到 万美元 这个视频可能有一些朋友看过，但 有一些朋友没有看过， 发出来，专门帮大家剖析拆解一下其中靠谱 赚钱方法 第一， 仔细看完，发现这个亿万富翁真  用接近归零式 白手起家——从一开始没有钱吃饭，吃 很久 泡面，热水还 跟超市,2022
13085,1,1,15542,烟火俗人__,2022年01月01日 18:18  来自 荣耀 Play4T Pro,这一 又 结束 ，想来过 好像 太顺利，但好歹 度过去 ，如果一定 用词语去形容今  感受，崩溃和分裂应当 占 大多数， 许 冬季  良情绪 作祟， 过 真 ，并 快乐  尽然，至少想起那个炙热 七 末八 初（真 很热，很难想象 哈尔滨 夜晚热 睡  觉），可 谁 喜欢奥运会呢,2022
13086,1,1,15543,涪陵区疾病预防控制中心,2022年01月01日 13:17  来自 Note 9,元旦和春节期间，人流 物流增加，疫情输入和传播 风险加大，防控形势严峻复杂，为做好“两节”期间疫情防控工作，重庆市疾控中心提醒机关企事业单位 落实主体责任，做好疫情防控十四条  .减少跨省(区 市)人员流动，党政机关 国有企事业单位职工严格执行人员外出审批制度 为 降低感,2022
13087,1,1,15544,要更努力的小树啊,2022年01月01日 10:50  来自 HUAWEI Mate 40 Pro,新 第一天，去正畸复诊 地铁上无事，记录下最近抗痘历程  周三 时候，脸上 痘意 平 ， 再有哪一处发新鲜 红肿脓包痘，下巴只剩 处深红色痘印，摸一摸无痛感，有一处略微有硬硬 感觉，底下可能还 有点炎症，到现 三天啦，表征平稳，这一波历时 个  痘痘爆发至此算 止住 ，取得小小,2022
13088,1,1,15545,吃好喝好没有烦恼2,2022年01月01日 10:43  来自 iPhone客户端,最近   刷题   刷视频， 然   出卷子写小作文，陪学生排练  冬天  凉飕飕 ，学生还  一把没有电池 空调遥控器，几经波折  终于有 暖气 开 空调还有点热，哎 前段时间被中概互联网搞得头疼，然后又走 把狗屎运，白酒 分红  空余时间  睡觉，早起看学生早读真 件,2022
