,Topic,Count,Name,Representation,Representative_Docs
35,34,13,34_难受_湿热下注_这天气_太热,"['难受', '湿热下注', '这天气', '太热', '通风', '没有窗户完全', '面根本', '一团火', '这些看似', '通红又干']","['这天气，热得像心中燃起 一团火，特别  这种通风 好 环境，整个人 像一直处于高血压，头晕脑胀 ，平时一杯咖啡能冷静下来，  杯咖啡进肚，还 觉得没法冷静', '和怕冷又 通风 人共处  真 难受，别人开空调，温度  低，  吹点凉风，他非 前后门 打开通风透气，外面热浪袭来，室内开多低温度 白搭，难受😣', '// 最近近天气闷热又多雨，很多人开始感到身体有些 对劲 比如总觉得双腿沉重 口干可又 爱喝水，或者小便发黄 大便黏腻 这些看似 严重却让人烦恼 小问题，往往与中医所  “湿热下注”有关 所谓“湿热下注']"
36,35,13,35_感受吗_kg活性炭_目光绝望_能讲话,"['感受吗', 'kg活性炭', '目光绝望', '能讲话', '耳朵磨出水泡', '真害怕咽炎复发', '能上热搜', '痛每天', '脑袋鼻子嗓子', '觉得自己甲醛中毒']","['真 心烦意乱 前后左右侧面全 咳嗽或者清嗓子  通风 环境感觉空气 充满 细菌🦠糟透', '呀没想到关于鼻炎有天 能上热搜， 体验过一天用掉一整包抽纸 感受吗， 知道夜晚只能用嘴巴来呼吸 感受吗， 知道 总能听到自己 喷嚏声捏鼻涕声 担心同事投来嫌弃 目光绝望 感受吗，唯一缓解 办法  一直行走 阳光下通风处，可 总 能一直待 室外，买 加湿器 尝试', '此起彼伏 咳嗽声N 口罩真 很闷， 勒  耳朵磨出水泡 开门通风真 很冷，天大寒砚冰坚，手指 可屈伸']"
37,36,12,36_规律_体质较差_春捂秋冻_感冒更容易,"['规律', '体质较差', '春捂秋冻', '感冒更容易', '伤风感冒', '遵循', '因此', '则应根据气候变化及时增加衣物', '耐寒锻炼从秋始', '好时']","['秋季气候反常  伤风感冒 高发季节 尤其当工作环境通风 良 时候 感冒更容易  间快速传播 所以 保持良好 通风很重  其次  遵循“春捂秋冻”和“耐寒锻炼从秋开始” 规律 体质好 人应该以轻薄 衣服为主 体质较差 人应根据气候变化及时增加衣物', '秋冬天 伤风感冒 好发季节，特别 当工作环境通风 好时，感冒更容易  之间迅速传播 因此， 保持良好通风；遵循“春捂秋冻”和“耐寒锻炼从秋始” 规律，体质较差 则应根据气候变化及时增加衣物；平时易感冒者可服用一些益气固本中药制剂如黄', '秋季健康生活分  秋天气候变化异常， 伤风感冒 高发季节 特别 当工作环境通风 好时，感冒更容易  之间迅速传播 因此，保持良好通风至关重 ；其次， 遵循“春捂秋冻”和“耐寒锻炼从秋始” 规律，体质好 应以轻衣薄衫为主，体质较差 则应根据气候变化及时增加衣物']"
38,37,12,37_有没有遇到_阴虚_are似_熏醋,"['有没有遇到', '阴虚', 'are似', '熏醋', '想起宿舍', '打乒乓球活动活动', '感到头晕胸闷', '早上差', '时候毫无准备', '心烦得睡']","['鼻炎君有一阵子 来捣乱 ，今 光临，苦 堪言，比高温炎热影响更甚 上午  没消停过，打开门窗通风 下午带队赴嘉禾巨镇濮院考察，自备餐巾纸和收纳袋 晚上干 成事，心 打乒乓球活动活动，或可压制之 结果，每隔两三个球停下来处理一次，看得球友 心疼 待到洗好澡，始见好转，但黄', '有没有遇到，住酒店，开门刹那间，一股异味扑面而来； 有没有遇到，卫生间，下雨天 通风，异味肆意； 有没有遇到， ，封闭 透气，感到头晕胸闷； 有没有遇到，坐公交，人挤人，满车厢 味道；如果， 有以下 困扰，那么，简单一招， 帮 解决异味问题', '阴虚 标准  死   见过最厉害 两个阴虚 ，  稍微吃点瓜子 花生米 满嘴溃疡喉咙痛，另  一到干燥天气或者暖气房 ，哪怕喝很多水，嘴唇 干裂起皮 嗓子干得冒烟，晚上睡觉更 燥热盗汗，心烦得睡     再吃点辣  熬个夜，那简直 “上火”上到头顶 而有 阴虚， 吃特别辛']"
39,38,12,38_贴合脊椎曲线_人体工学设计_柔软舒适_采用高档记忆泡沫材料,"['贴合脊椎曲线', '人体工学设计', '柔软舒适', '采用高档记忆泡沫材料', '腰背部', '非常适合开车一族和久坐', '透气通风网布', '人群使用', 'samsonite新秀丽靠垫腰', '保护放松您']","['¥ 元🇺🇸直邮包税 Samsonite新秀丽靠垫腰 采用高档记忆泡沫材料，柔软舒适 人体工学设计，贴合脊椎曲线，保护放松您 腰背部 透气通风网布，四季可用 非常适合开车一族和久坐  人群使用', '美国直邮 元 Samsonite新秀丽靠垫腰 采用高档记忆泡沫材料，柔软舒适 人体工学设计，贴合脊椎曲线，保护放松您 腰背部 透气通风网布，四季可用 非常适合开车一族和久坐  人群使用', '🇺🇸Samsonite新秀丽靠垫腰 采用高档记忆泡沫材料，柔软舒适 人体工学设计，贴合脊椎曲线，保护放松您 腰背部 透气通风网布，四季可用 非常适合开车一族和久坐  人群使用']"
40,39,11,39_视频_enhypen_当黑心老板遇到逆天员工们_l弟弟影迷,"['视频', 'enhypen', '当黑心老板遇到逆天员工们', 'l弟弟影迷', 'l小可爱_七七', 'l小强', 'l梦', 'l柠檬探片', 'l怪事屋', 'l明哥super']","['富家千金被土匪挟持，关进 一家贩卖人体组织 精神病院  L影视弟弟  视频', '早阳早安心？ 可取 转阴返岗之后， 预防二次感染  L小强    视频', '当黑心老板遇到逆天员工们  猎奇 一分钟视频创作季  L梦 又心动   视频']"
41,40,11,40_骨折初期_胆固醇高者少吃鱿鱼_宜喝骨头汤_宜喝苦丁茶,"['骨折初期', '胆固醇高者少吃鱿鱼', '宜喝骨头汤', '宜喝苦丁茶', '宜长期饮用', '豆浆', '食肉过多对身体有害', '胖大海泡茶', '白酒', '感冒']","['『 条  知道养生小常识』收藏[小仙女]  绿茶可预防肝病   胖大海泡茶 宜长期饮用   感冒 宜喝苦丁茶   胆固醇高者少吃鱿鱼  海蜇皮能缓解高血压   食肉过多对身体有害   骨折初期 宜喝骨头汤   常喝豆浆有益健康   豆浆 宜与红糖鸡蛋同饮   白酒 宜代替料酒做', '条养生小常识  绿茶可预防肝病   胖大海泡茶 宜长期饮用   感冒 宜喝苦丁茶   胆固醇高者少吃鱿鱼  海蜇皮能缓解高血压   食肉过多对身体有害   骨折初期 宜喝骨头汤   常喝豆浆有益健康   豆浆 宜与红糖鸡蛋同饮   白酒 宜代替料酒做菜   深呼吸可能 利老', '这 条健康常识， 知道几个  绿茶可预防肝病   胖大海泡茶 宜长期饮用   感冒 宜喝苦丁茶   胆固醇高者少吃鱿鱼   海蜇皮能缓解高血压   食肉过多对身体有害   骨折初期 宜喝骨头汤   常喝豆浆有益健康   豆浆 宜与红糖鸡蛋同饮   白酒 宜代替料酒做菜']"
42,41,11,41_夏季_条生理常识_冬季_夏季多吃苦味有益健康,"['夏季', '条生理常识', '冬季', '夏季多吃苦味有益健康', '冬季洗澡次数', '上身睡觉', '宜光', '宜长期待', '多喝水能防肾结石', '冬季养生宜多食热粥']","['转载实 可惜  条生理常识， 知道几条？（先转载到自己 朋友圈，以后肯定用得上）  凉水洗脚有损健康.  夏季多吃苦味有益健康.  多喝水能防肾结石.  夏季 宜光 上身睡觉.  冬季养生宜多食热粥.  冬季洗澡次数 宜多.  冬季 宜长期待 温暖房间.   宜长时间停留 冬季', '条生理常识， 知道几条？（先转载到自己 朋友圈，以后肯定用得上）  凉水洗脚有损健康.  夏季多吃苦味有益健康.  多喝水能防肾结石.  夏季 宜光 上身睡觉.  冬季养生宜多食热粥.  冬季洗澡次数 宜多.  冬季 宜长期待 温暖房间.   宜长时间停留 冬季雾气中.  冬天', '条生理常识， 知道几条？  凉水洗脚有损健康.  夏季多吃苦味有益健康.  多喝水能防肾结石.  夏季 宜光 上身睡觉.  冬季养生宜多食热粥.  冬季洗澡次数 宜多.  冬季 宜长期待 温暖房间.   宜长时间停留 冬季雾气中.  冬天 宜把围巾当口罩用.  冬天早晨 宜洗头.']"
43,42,11,42_少于_te_来没有感染过_女儿,"['少于', 'te', '来没有感染过', '女儿', '感染', '每次', '戴口罩答', '效果最佳', '放平心态平和面对现实吧', '预防新冠病毒呼吸道传播']","['突如其来 新冠状病毒来势凶猛，打破 原本平静 生活 为 确保大家 安全， 们单位一直 工作状态 工作过程中严格做好防护和个人卫生 全天戴口罩 时刻勤洗手（流动水洗） 保持 通风 每天室内消毒（消毒液  %以上纯度酒精 ） 出门 串门 聚会 希望疫情快快结束，期待春暖花开，自由', '女儿 联合国国际货币基金组织工作任数据官，联合国护照外交签证，永久劳动合同 疫情三 来没有感染过，公公婆婆三 来 没有，可  底圣诞节前 几周，公公婆婆和女婿 小弟同时感染 ，  由于国内放开管控，和女儿交流一下 解一下叮嘱一下 这一波病毒传播使得三 来没有感染过 女儿 公公婆', '一直认为新冠 针对中国人基因 病毒， 管别人怎么   坚定 认为最好  感染 所以尽管抖音  消杀太过  尽管抖音 奥密克戎 物品上存活  太久  依然 狂喷酒精 每天进门门把手衣服 鞋子 包包快递 买 东西狂喷一遍 从放开开始    开始戴口罩 n 戴 耳朵太疼   戴医用']"
44,43,11,43_感受_这样_l莫大菲菲_某个过程中调用,"['感受', '这样', 'l莫大菲菲', '某个过程中调用', '昨天搬', '结果盯', '时脱下口罩', '机会才行', '挺有意思', '打起精神记下这些琐事']","['昨天搬 新 楼之后整个人 头晕乏力而且没有胃口，和 一起 另 同事  这样 然鹅大部分人 第一反应  会吧反应有那么快吗     自己心理作用还  自己 问题，还劝   用搬走 于 其他人 继续搬进去待 一上午  出现头晕症状 为啥大家 那么喜欢怀疑，而 能相信别人 感受，', '人本身  挺有意思 复杂系统  感受 ，心若蒙尘，则五感 会 灵敏 前一段时间  某个过程中调用 心神，这整个 调用机制  蛮有意思 ，因为   清人体 怎么实现这种调用 ，尤其  觉得明显  还没有达到心神 存 这个水准 ，但   知道怎么 还 调用 一点点，而调用后 留', '生活中总有一些让 从身到心，每个细胞 叫嚣 拒绝 但最终 会 一张嘴 阻隔下，勉强接受别人 过分   想拒绝，但 张 开嘴 跟 上溜，心理难受  觉得自己这两天肯定 会阳  因为整个    阴性 但 觉得阳性 同事  自觉，咳嗽得厉害，她们时 时脱下口罩，她们觉得']"
